Segment	Protein Name	Sequence Accession	Complete Genome	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	Curation Report	
7	-N/A-,-N/A-	MH245467	Yes	1154	-N/A-	02/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/07/2018	Pass	
5	NP	MH245469	Yes	1816	-N/A-	02/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/07/2018	Pass	
3	PA	MH245471	Yes	2276	-N/A-	02/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/07/2018	Pass	
2	PB2	MH245473	Yes	2367	-N/A-	02/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/07/2018	Pass	
8	-N/A-,-N/A-	MH245474	Yes	1062	-N/A-	02/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/08/2018	Pass	
1	PB1	MH245480	Yes	2341	-N/A-	02/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/08/2018	Pass	
4	HA	MH245478	Yes	1853	-N/A-	02/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/08/2018	Pass	
7	-N/A-,-N/A-	MH245475	Yes	1155	-N/A-	02/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/08/2018	Pass	
2	PB2	MH245481	Yes	2367	-N/A-	02/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/08/2018	Pass	
3	PA	MH245479	Yes	2275	-N/A-	02/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/08/2018	Pass	
5	NP	MH245477	Yes	1816	-N/A-	02/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/08/2018	Pass	
6	-N/A-,-N/A-	MH245476	Yes	1530	-N/A-	02/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/08/2018	Pass	
3	PA	MH584546	Yes	2276	-N/A-	03/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/09/2018	Pass	
8	-N/A-,-N/A-	MH584544	Yes	1066	-N/A-	03/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/09/2018	Pass	
5	NP	MH584542	Yes	1816	-N/A-	03/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/09/2018	Pass	
2	PB2	MH584548	Yes	2367	-N/A-	03/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/09/2018	Pass	
6	-N/A-,-N/A-	MH584545	Yes	1528	-N/A-	03/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/09/2018	Pass	
1	PB1	MH584547	Yes	2340	-N/A-	03/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/09/2018	Pass	
7	-N/A-,-N/A-	MH584541	Yes	1154	-N/A-	03/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/09/2018	Pass	
4	HA	MH584543	Yes	1850	-N/A-	03/21/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/09/2018	Pass	
1	PB1	MH584555	Yes	2340	-N/A-	03/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/10/2018	Pass	
7	-N/A-,-N/A-	MH584550	Yes	1155	-N/A-	03/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/10/2018	Pass	
6	-N/A-,-N/A-	MH584551	Yes	1530	-N/A-	03/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/10/2018	Pass	
4	HA	MH584553	Yes	1853	-N/A-	03/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/10/2018	Pass	
3	PA	MH584554	Yes	2275	-N/A-	03/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/10/2018	Pass	
2	PB2	MH584556	Yes	2367	-N/A-	03/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/10/2018	Pass	
8	-N/A-,-N/A-	MH584549	Yes	1062	-N/A-	03/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/10/2018	Pass	
5	NP	MH584552	Yes	1816	-N/A-	03/22/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/10/2018	Pass	
4	HA	MH584561	Yes	1853	-N/A-	03/23/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/11/2018	Pass	
5	NP	MH584560	Yes	1816	-N/A-	03/23/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/11/2018	Pass	
3	PA	MH584562	Yes	2275	-N/A-	03/23/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/11/2018	Pass	
2	PB2	MH584564	Yes	2367	-N/A-	03/23/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/11/2018	Pass	
7	-N/A-,-N/A-	MH584558	Yes	1155	-N/A-	03/23/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/11/2018	Pass	
1	PB1	MH584563	Yes	2340	-N/A-	03/23/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/11/2018	Pass	
6	-N/A-,-N/A-	MH584559	Yes	1530	-N/A-	03/23/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/11/2018	Pass	
8	-N/A-,-N/A-	MH584557	Yes	1062	-N/A-	03/23/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/11/2018	Pass	
4	HA	MH584566	Yes	1850	-N/A-	03/30/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/12/2018	Pass	
3	PA	MH584567	Yes	2276	-N/A-	03/30/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/12/2018	Pass	
5	NP	MH584565	Yes	1815	-N/A-	03/30/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/12/2018	Pass	
2	PB2	MH584569	Yes	2367	-N/A-	03/30/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/12/2018	Pass	
7	-N/A-,-N/A-	MH584571	Yes	1154	-N/A-	03/30/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/12/2018	Pass	
6	-N/A-,-N/A-	MH584572	Yes	1529	-N/A-	03/30/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/12/2018	Flag-NCR	
8	-N/A-,-N/A-	MH584570	Yes	1067	-N/A-	03/30/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/12/2018	Pass	
1	PB1	MH584568	Yes	2340	-N/A-	03/30/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/12/2018	Pass	
7	-N/A-,-N/A-	MH604734	Yes	1154	-N/A-	04/09/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/13/2018	Pass	
8	-N/A-,-N/A-	MH604735	Yes	1067	-N/A-	04/09/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/13/2018	Pass	
6	-N/A-,-N/A-	MH604733	Yes	1529	-N/A-	04/09/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/13/2018	Flag-NCR	
4	HA	MH604731	Yes	1850	-N/A-	04/09/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/13/2018	Pass	
1	PB1	MH604729	Yes	2340	-N/A-	04/09/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/13/2018	Pass	
5	NP	MH604732	Yes	1815	-N/A-	04/09/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/13/2018	Pass	
3	PA	MH604730	Yes	2276	-N/A-	04/09/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/13/2018	Pass	
2	PB2	MH604728	Yes	2367	-N/A-	04/09/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/13/2018	Pass	
1	PB1	MH604737	Yes	2340	-N/A-	04/19/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/14/2018	Pass	
5	NP	MH604740	Yes	1816	-N/A-	04/19/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/14/2018	Pass	
7	-N/A-,-N/A-	MH604742	Yes	1155	-N/A-	04/19/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/14/2018	Pass	
4	HA	MH604739	Yes	1853	-N/A-	04/19/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/14/2018	Pass	
6	-N/A-,-N/A-	MH604741	Yes	1530	-N/A-	04/19/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/14/2018	Pass	
3	PA	MH604738	Yes	2275	-N/A-	04/19/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/14/2018	Pass	
2	PB2	MH604736	Yes	2367	-N/A-	04/19/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/14/2018	Pass	
8	-N/A-,-N/A-	MH604743	Yes	1062	-N/A-	04/19/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/14/2018	Pass	
3	PA	MH606575	Yes	2275	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/15/2018	Pass	
5	NP	MH606577	Yes	1816	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/15/2018	Pass	
2	PB2	MH606573	Yes	2367	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/15/2018	Pass	
7	-N/A-,-N/A-	MH606579	Yes	1155	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/15/2018	Pass	
6	-N/A-,-N/A-	MH606578	Yes	1530	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/15/2018	Pass	
4	HA	MH606576	Yes	1853	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/15/2018	Pass	
8	-N/A-,-N/A-	MH606580	Yes	1063	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/15/2018	Pass	
1	PB1	MH606574	Yes	2340	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/15/2018	Pass	
6	-N/A-,-N/A-	MH606586	Yes	1530	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/16/2018	Pass	
8	-N/A-,-N/A-	MH606588	Yes	1063	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/16/2018	Pass	
2	PB2	MH606581	Yes	2367	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/16/2018	Pass	
7	-N/A-,-N/A-	MH606587	Yes	1155	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/16/2018	Pass	
5	NP	MH606585	Yes	1816	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/16/2018	Pass	
4	HA	MH606584	Yes	1853	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/16/2018	Pass	
1	PB1	MH606582	Yes	2340	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/16/2018	Pass	
3	PA	MH606583	Yes	2275	-N/A-	04/24/2018	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/16/2018	Pass	
2	PB2	CY263603	Yes	2367	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
2	PB2	MH081249	Yes	2367	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
8	NS1,NS2	CY263609	Yes	1063	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
7	-N/A-,-N/A-	MH081248	Yes	1155	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
3	PA	MH081247	Yes	2275	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
6	-N/A-,-N/A-	MH081246	Yes	1530	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
4	HA	MH081252	Yes	1853	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
8	-N/A-,-N/A-	MH081250	Yes	1063	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
7	-N/A-,M1	CY263608	Yes	1155	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
4	HA	CY263605	Yes	1853	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
3	PA	CY263604	Yes	2275	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
1	PB1	CY263602	Yes	2340	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
5	NP	CY263606	Yes	1815	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
5	NP	MH081253	Yes	1815	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
1	PB1	MH081251	Yes	2340	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
6	NA,NB	CY263607	Yes	1530	-N/A-	11/25/2017	IRD:Human	USA	Massachusetts	17-18	B/Massachusetts/18/2017	Pass	
5	NP	MH130489	Yes	1816	-N/A-	01/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/04/2018	Pass	
1	PB1	MH130492	Yes	2340	-N/A-	01/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/04/2018	Pass	
4	HA	MH130490	Yes	1853	-N/A-	01/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/04/2018	Pass	
6	-N/A-,-N/A-	MH130488	Yes	1529	-N/A-	01/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/04/2018	Pass	
8	-N/A-,-N/A-	MH130486	Yes	1062	-N/A-	01/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/04/2018	Pass	
7	-N/A-,-N/A-	MH130487	Yes	1155	-N/A-	01/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/04/2018	Pass	
2	PB2	MH130493	Yes	2367	-N/A-	01/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/04/2018	Pass	
3	PA	MH130491	Yes	2276	-N/A-	01/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/04/2018	Pass	
2	PB2	MH136218	Yes	2367	-N/A-	01/04/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/05/2018	Pass	
1	PB1	MH136219	Yes	2340	-N/A-	01/04/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/05/2018	Pass	
8	-N/A-,-N/A-	MH136225	Yes	1062	-N/A-	01/04/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/05/2018	Pass	
7	-N/A-,-N/A-	MH136224	Yes	1155	-N/A-	01/04/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/05/2018	Pass	
6	-N/A-,-N/A-	MH136223	Yes	1530	-N/A-	01/04/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/05/2018	Pass	
4	HA	MH136221	Yes	1853	-N/A-	01/04/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/05/2018	Pass	
3	PA	MH136220	Yes	2275	-N/A-	01/04/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/05/2018	Pass	
5	NP	MH136222	Yes	1816	-N/A-	01/04/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/05/2018	Pass	
5	NP	MH136230	Yes	1816	-N/A-	01/16/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/06/2018	Pass	
3	PA	MH136228	Yes	2276	-N/A-	01/16/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/06/2018	Pass	
4	HA	MH136229	Yes	1853	-N/A-	01/16/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/06/2018	Pass	
1	PB1	MH136227	Yes	2340	-N/A-	01/16/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/06/2018	Pass	
6	-N/A-,-N/A-	MH136231	Yes	1530	-N/A-	01/16/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/06/2018	Pass	
8	-N/A-,-N/A-	MH136233	Yes	1062	-N/A-	01/16/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/06/2018	Pass	
7	-N/A-,-N/A-	MH136232	Yes	1155	-N/A-	01/16/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/06/2018	Pass	
2	PB2	MH136226	Yes	2367	-N/A-	01/16/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/06/2018	Pass	
1	PB1	MH136235	Yes	2340	-N/A-	01/30/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/07/2018	Pass	
7	-N/A-,-N/A-	MH136240	Yes	1155	-N/A-	01/30/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/07/2018	Pass	
5	NP	MH136238	Yes	1815	-N/A-	01/30/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/07/2018	Pass	
3	PA	MH136236	Yes	2275	-N/A-	01/30/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/07/2018	Pass	
2	PB2	MH136234	Yes	2367	-N/A-	01/30/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/07/2018	Pass	
8	-N/A-,-N/A-	MH136241	Yes	1062	-N/A-	01/30/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/07/2018	Pass	
6	-N/A-,-N/A-	MH136239	Yes	1530	-N/A-	01/30/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/07/2018	Pass	
4	HA	MH136237	Yes	1853	-N/A-	01/30/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/07/2018	Pass	
8	-N/A-,-N/A-	MH583508	Yes	1062	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/08/2018	Pass	
5	NP	MH583501	Yes	1816	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/08/2018	Pass	
6	-N/A-,-N/A-	MH583506	Yes	1530	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/08/2018	Pass	
2	PB2	MH583502	Yes	2367	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/08/2018	Pass	
1	PB1	MH583503	Yes	2340	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/08/2018	Pass	
4	HA	MH583505	Yes	1853	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/08/2018	Pass	
7	-N/A-,-N/A-	MH583507	Yes	1155	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/08/2018	Pass	
3	PA	MH583504	Yes	2275	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/08/2018	Pass	
1	PB1	MH583510	Yes	2340	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/09/2018	Pass	
3	PA	MH583511	Yes	2275	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/09/2018	Pass	
5	NP	MH583513	Yes	1816	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/09/2018	Pass	
2	PB2	MH583509	Yes	2367	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/09/2018	Pass	
4	HA	MH583512	Yes	1853	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/09/2018	Pass	
6	-N/A-,-N/A-	MH583514	Yes	1529	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/09/2018	Pass	
7	-N/A-,-N/A-	MH583515	Yes	1155	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/09/2018	Pass	
8	-N/A-,-N/A-	MH583516	Yes	1063	-N/A-	02/06/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/09/2018	Pass	
8	-N/A-,-N/A-	MH245482	Yes	1066	-N/A-	02/14/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/15/2018	Pass	
4	HA	MH245486	Yes	1850	-N/A-	02/14/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/15/2018	Pass	
6	-N/A-,-N/A-	MH245484	Yes	1528	-N/A-	02/14/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/15/2018	Pass	
2	PB2	MH245489	Yes	2367	-N/A-	02/14/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/15/2018	Pass	
3	PA	MH245487	Yes	2276	-N/A-	02/14/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/15/2018	Pass	
1	PB1	MH245488	Yes	2340	-N/A-	02/14/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/15/2018	Pass	
5	NP	MH245485	Yes	1815	-N/A-	02/14/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/15/2018	Pass	
7	-N/A-,-N/A-	MH245483	Yes	1154	-N/A-	02/14/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/15/2018	Pass	
8	-N/A-,-N/A-	MH245490	Yes	1062	-N/A-	02/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/16/2018	Pass	
7	-N/A-,-N/A-	MH245491	Yes	1155	-N/A-	02/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/16/2018	Pass	
3	PA	MH245495	Yes	2275	-N/A-	02/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/16/2018	Pass	
6	-N/A-,-N/A-	MH245492	Yes	1530	-N/A-	02/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/16/2018	Pass	
4	HA	MH245494	Yes	1853	-N/A-	02/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/16/2018	Pass	
1	PB1	MH245496	Yes	2340	-N/A-	02/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/16/2018	Pass	
2	PB2	MH245497	Yes	2367	-N/A-	02/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/16/2018	Pass	
5	NP	MH245493	Yes	1816	-N/A-	02/19/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/16/2018	Pass	
7	-N/A-,-N/A-	MH585464	Yes	1155	-N/A-	02/22/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/18/2018	Pass	
5	NP	MH585462	Yes	1816	-N/A-	02/22/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/18/2018	Pass	
3	PA	MH585460	Yes	2276	-N/A-	02/22/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/18/2018	Pass	
1	PB1	MH585466	Yes	2340	-N/A-	02/22/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/18/2018	Pass	
2	PB2	MH585459	Yes	2367	-N/A-	02/22/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/18/2018	Pass	
4	HA	MH585461	Yes	1853	-N/A-	02/22/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/18/2018	Pass	
6	-N/A-,-N/A-	MH585463	Yes	1530	-N/A-	02/22/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/18/2018	Pass	
8	-N/A-,-N/A-	MH585465	Yes	1064	-N/A-	02/22/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/18/2018	Pass	
3	PA	MH585473	Yes	2275	-N/A-	03/03/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/19/2018	Pass	
5	NP	MH585468	Yes	1816	-N/A-	03/03/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/19/2018	Pass	
4	HA	MH585474	Yes	1853	-N/A-	03/03/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/19/2018	Pass	
2	PB2	MH585472	Yes	2367	-N/A-	03/03/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/19/2018	Pass	
7	-N/A-,-N/A-	MH585470	Yes	1155	-N/A-	03/03/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/19/2018	Pass	
6	-N/A-,-N/A-	MH585469	Yes	1530	-N/A-	03/03/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/19/2018	Pass	
1	PB1	MH585467	Yes	2340	-N/A-	03/03/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/19/2018	Pass	
8	-N/A-,-N/A-	MH585471	Yes	1062	-N/A-	03/03/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/19/2018	Pass	
5	NP	MH584579	Yes	1815	-N/A-	02/05/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/27/2018	Pass	
3	PA	MH584573	Yes	2276	-N/A-	02/05/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/27/2018	Pass	
2	PB2	MH584575	Yes	2367	-N/A-	02/05/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/27/2018	Pass	
8	-N/A-,-N/A-	MH584576	Yes	1066	-N/A-	02/05/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/27/2018	Pass	
6	-N/A-,-N/A-	MH584578	Yes	1528	-N/A-	02/05/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/27/2018	Pass	
7	-N/A-,-N/A-	MH584577	Yes	1154	-N/A-	02/05/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/27/2018	Pass	
1	PB1	MH584574	Yes	2340	-N/A-	02/05/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/27/2018	Pass	
4	HA	MH584580	Yes	1856	-N/A-	02/05/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/27/2018	Pass	
1	PB1	MH584587	Yes	2340	-N/A-	02/27/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/28/2018	Pass	
5	NP	MH584584	Yes	1815	-N/A-	02/27/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/28/2018	Pass	
2	PB2	MH584588	Yes	2367	-N/A-	02/27/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/28/2018	Pass	
4	HA	MH584585	Yes	1850	-N/A-	02/27/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/28/2018	Pass	
6	-N/A-,-N/A-	MH584583	Yes	1528	-N/A-	02/27/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/28/2018	Pass	
7	-N/A-,-N/A-	MH584582	Yes	1154	-N/A-	02/27/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/28/2018	Pass	
3	PA	MH584586	Yes	2276	-N/A-	02/27/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/28/2018	Pass	
8	-N/A-,-N/A-	MH584581	Yes	1066	-N/A-	02/27/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/28/2018	Pass	
8	-N/A-,-N/A-	MH584589	Yes	1062	-N/A-	03/26/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/29/2018	Pass	
6	-N/A-,-N/A-	MH584591	Yes	1529	-N/A-	03/26/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/29/2018	Pass	
4	HA	MH584593	Yes	1853	-N/A-	03/26/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/29/2018	Pass	
3	PA	MH584594	Yes	2275	-N/A-	03/26/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/29/2018	Pass	
5	NP	MH584592	Yes	1816	-N/A-	03/26/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/29/2018	Pass	
2	PB2	MH584596	Yes	2367	-N/A-	03/26/2018	IRD:Human	USA	Michigan	17-18	B/Michigan/29/2018	Pass	
